user_id,needs
2353,"Fire, Natural Disaster"
2354,"Medical, Accident"
2355,"Fire, Natural Disaster"
2356,"Medical, Accident"
2357,"Medical, Fire"
2358,"Medical, Fire"
2359,"Theft, Accident"
2360,"Fire, Theft"
2361,"Fire, Natural Disaster"
2362,"Fire, Natural Disaster"
2363,"Fire, Natural Disaster"
2364,"Theft, Accident"
2365,"Medical, Accident"
2366,"Fire, Theft"
2367,"Fire, Natural Disaster"
2368,"Fire, Natural Disaster"
2369,"Medical, Accident"
2370,"Medical, Accident"
2371,"Fire, Natural Disaster"
2372,"Fire, Theft"
2373,"Medical, Accident"
2374,"Theft, Accident"
2375,"Medical, Accident"
2376,"Medical, Fire"
2377,"Fire, Natural Disaster"
2378,"Fire, Natural Disaster"
2379,"Fire, Natural Disaster"
2380,"Medical, Accident"
2381,"Theft, Accident"
2382,"Medical, Fire"
2383,"Medical, Accident"
2384,"Medical, Accident"
2385,"Medical, Fire"
2386,"Fire, Natural Disaster"
2387,"Medical, Fire"
2388,"Fire, Natural Disaster"
2389,"Medical, Fire"
2390,"Fire, Theft"
2391,"Fire, Natural Disaster"
2392,"Fire, Theft"
2393,"Theft, Accident"
2394,"Medical, Fire"
2395,"Medical, Fire"
2396,"Fire, Natural Disaster"
2397,"Medical, Fire"
2398,"Medical, Accident"
2399,"Medical, Accident"
2400,"Fire, Theft"
2401,"Theft, Accident"
2402,"Theft, Accident"
2403,"Medical, Accident"
2404,"Theft, Accident"
2405,"Fire, Theft"
2406,"Theft, Accident"
2407,"Fire, Theft"
2408,"Medical, Fire"
2409,"Medical, Fire"
2410,"Medical, Accident"
2411,"Fire, Natural Disaster"
2412,"Medical, Accident"
2413,"Medical, Fire"
2414,"Fire, Natural Disaster"
2415,"Fire, Theft"
2416,"Theft, Accident"
2417,"Medical, Fire"
2418,"Fire, Natural Disaster"
2419,"Fire, Natural Disaster"
2420,"Theft, Accident"
2421,"Fire, Theft"
2422,"Theft, Accident"
2423,"Medical, Accident"
2424,"Theft, Accident"
2425,"Fire, Natural Disaster"
2426,"Fire, Natural Disaster"
2427,"Fire, Theft"
2428,"Fire, Natural Disaster"
2429,"Medical, Fire"
2430,"Medical, Fire"
2431,"Fire, Natural Disaster"
2432,"Fire, Natural Disaster"
2433,"Theft, Accident"
2434,"Theft, Accident"
2435,"Theft, Accident"
2436,"Medical, Accident"
2437,"Fire, Natural Disaster"
2438,"Fire, Theft"
2439,"Medical, Fire"
2440,"Fire, Theft"
2441,"Medical, Accident"
2442,"Medical, Fire"
2443,"Theft, Accident"
2444,"Medical, Accident"
2445,"Medical, Accident"
2446,"Fire, Natural Disaster"
2447,"Medical, Accident"
2448,"Fire, Natural Disaster"
2449,"Medical, Accident"
2450,"Fire, Natural Disaster"
2451,"Medical, Accident"
2452,"Medical, Accident"
2453,"Fire, Theft"
2454,"Medical, Accident"
2455,"Medical, Accident"
2456,"Medical, Accident"
2457,"Fire, Natural Disaster"
2458,"Fire, Theft"
2459,"Fire, Theft"
2460,"Fire, Theft"
2461,"Fire, Natural Disaster"
2462,"Theft, Accident"
2463,"Fire, Natural Disaster"
2464,"Fire, Natural Disaster"
2465,"Medical, Fire"
2466,"Fire, Theft"
2467,"Fire, Natural Disaster"
2468,"Fire, Theft"
2469,"Fire, Natural Disaster"
2470,"Medical, Accident"
2471,"Fire, Theft"
2472,"Theft, Accident"
2473,"Medical, Accident"
2474,"Medical, Fire"
2475,"Medical, Fire"
2476,"Theft, Accident"
2477,"Fire, Theft"
2478,"Theft, Accident"
2479,"Theft, Accident"
2480,"Medical, Fire"
2481,"Fire, Natural Disaster"
2482,"Medical, Fire"
2483,"Medical, Fire"
2484,"Medical, Accident"
2485,"Fire, Theft"
2486,"Theft, Accident"
2487,"Medical, Accident"
2488,"Fire, Theft"
2489,"Fire, Natural Disaster"
2490,"Medical, Fire"
2491,"Fire, Theft"
2492,"Medical, Accident"
2493,"Medical, Fire"
2494,"Medical, Accident"
2495,"Medical, Accident"
2496,"Fire, Theft"
2497,"Medical, Accident"
2498,"Fire, Natural Disaster"
2499,"Medical, Fire"
2500,"Medical, Fire"
2501,"Fire, Theft"
2502,"Fire, Theft"
2503,"Theft, Accident"
2504,"Medical, Accident"
2505,"Fire, Natural Disaster"
2506,"Theft, Accident"
2507,"Fire, Natural Disaster"
2508,"Fire, Theft"
2509,"Fire, Theft"
2510,"Fire, Natural Disaster"
2511,"Medical, Fire"
2512,"Fire, Theft"
2513,"Fire, Theft"
2514,"Fire, Natural Disaster"
2515,"Fire, Natural Disaster"
2516,"Fire, Theft"
2517,"Medical, Accident"
2518,"Fire, Theft"
2519,"Fire, Natural Disaster"
2520,"Medical, Accident"
2521,"Fire, Natural Disaster"
2522,"Fire, Theft"
2523,"Theft, Accident"
2524,"Fire, Theft"
2525,"Fire, Theft"
2526,"Theft, Accident"
2527,"Medical, Fire"
2528,"Medical, Accident"
2529,"Medical, Accident"
2530,"Medical, Accident"
2531,"Fire, Natural Disaster"
2532,"Fire, Natural Disaster"
2533,"Medical, Accident"
2534,"Theft, Accident"
2535,"Theft, Accident"
2536,"Fire, Natural Disaster"
2537,"Medical, Fire"
2538,"Medical, Accident"
2539,"Fire, Theft"
2540,"Fire, Natural Disaster"
2541,"Medical, Accident"
2542,"Medical, Fire"
2543,"Theft, Accident"
2544,"Fire, Natural Disaster"
2545,"Fire, Natural Disaster"
2546,"Medical, Accident"
2547,"Medical, Fire"
2548,"Fire, Theft"
2549,"Medical, Fire"
2550,"Medical, Accident"
2551,"Medical, Fire"
2552,"Fire, Theft"
2553,"Fire, Natural Disaster"
2554,"Theft, Accident"
2555,"Theft, Accident"
2556,"Fire, Theft"
2557,"Medical, Accident"
2558,"Theft, Accident"
2559,"Medical, Fire"
2560,"Medical, Fire"
2561,"Medical, Fire"
2562,"Theft, Accident"
2563,"Fire, Theft"
2564,"Medical, Fire"
2565,"Medical, Accident"
2566,"Medical, Fire"
2567,"Medical, Accident"
2568,"Medical, Accident"
2569,"Fire, Natural Disaster"
2570,"Medical, Accident"
2571,"Fire, Natural Disaster"
2572,"Medical, Accident"
2573,"Medical, Fire"
2574,"Fire, Theft"
2575,"Medical, Accident"
2576,"Medical, Fire"
2577,"Fire, Theft"
2578,"Fire, Natural Disaster"
2579,"Medical, Accident"
2580,"Theft, Accident"
2581,"Fire, Theft"
2582,"Theft, Accident"
2583,"Medical, Fire"
2584,"Fire, Natural Disaster"
2585,"Fire, Theft"
2586,"Medical, Accident"
2587,"Fire, Natural Disaster"
2588,"Fire, Natural Disaster"
2589,"Fire, Natural Disaster"
2590,"Fire, Natural Disaster"
2591,"Theft, Accident"
2592,"Medical, Accident"
2593,"Fire, Natural Disaster"
2594,"Medical, Accident"
2595,"Medical, Fire"
2596,"Theft, Accident"
2597,"Theft, Accident"
2598,"Medical, Accident"
2599,"Medical, Fire"
2600,"Fire, Natural Disaster"
2601,"Theft, Accident"
2602,"Medical, Fire"
2603,"Medical, Fire"
2604,"Theft, Accident"
2605,"Fire, Theft"
2606,"Fire, Natural Disaster"
2607,"Fire, Theft"
2608,"Medical, Fire"
2609,"Medical, Fire"
2610,"Fire, Natural Disaster"
2611,"Theft, Accident"
2612,"Fire, Theft"
2613,"Fire, Natural Disaster"
2614,"Fire, Natural Disaster"
2615,"Theft, Accident"
2616,"Fire, Natural Disaster"
2617,"Fire, Theft"
2618,"Medical, Accident"
2619,"Fire, Theft"
2620,"Medical, Fire"
2621,"Fire, Theft"
2622,"Fire, Theft"
2623,"Medical, Fire"
2624,"Medical, Accident"
2625,"Medical, Fire"
2626,"Fire, Theft"
2627,"Medical, Accident"
2628,"Medical, Accident"
2629,"Fire, Theft"
2630,"Theft, Accident"
2631,"Theft, Accident"
2632,"Medical, Accident"
2633,"Medical, Fire"
2634,"Fire, Theft"
2635,"Theft, Accident"
2636,"Theft, Accident"
2637,"Medical, Fire"
2638,"Medical, Fire"
2639,"Fire, Theft"
2640,"Medical, Fire"
2641,"Medical, Accident"
2642,"Medical, Accident"
2643,"Medical, Accident"
2644,"Theft, Accident"
2645,"Medical, Accident"
2646,"Medical, Accident"
2647,"Medical, Accident"
2648,"Medical, Accident"
2649,"Fire, Theft"
2650,"Medical, Accident"
2651,"Medical, Accident"
2652,"Theft, Accident"
2653,"Fire, Theft"
2654,"Fire, Theft"
2655,"Medical, Accident"
2656,"Theft, Accident"
2657,"Theft, Accident"
2658,"Theft, Accident"
2659,"Fire, Theft"
2660,"Fire, Theft"
2661,"Medical, Fire"
2662,"Medical, Accident"
2663,"Theft, Accident"
2664,"Theft, Accident"
2665,"Theft, Accident"
2666,"Fire, Theft"
2667,"Medical, Accident"
2668,"Fire, Natural Disaster"
2669,"Medical, Fire"
2670,"Medical, Fire"
2671,"Medical, Fire"
2672,"Medical, Fire"
2673,"Theft, Accident"
2674,"Medical, Accident"
2675,"Medical, Fire"
2676,"Medical, Accident"
2677,"Medical, Accident"
2678,"Medical, Accident"
2679,"Medical, Accident"
2680,"Theft, Accident"
2681,"Medical, Accident"
2682,"Fire, Natural Disaster"
2683,"Medical, Accident"
2684,"Medical, Fire"
2685,"Fire, Natural Disaster"
2686,"Medical, Accident"
2687,"Fire, Theft"
2688,"Medical, Fire"
2689,"Fire, Theft"
2690,"Theft, Accident"
2691,"Medical, Fire"
2692,"Medical, Fire"
2693,"Medical, Accident"
2694,"Fire, Theft"
2695,"Medical, Accident"
2696,"Theft, Accident"
2697,"Theft, Accident"
2698,"Fire, Theft"
2699,"Medical, Accident"
2700,"Medical, Fire"
2701,"Fire, Theft"
2702,"Fire, Natural Disaster"
2703,"Theft, Accident"
2704,"Medical, Fire"
2705,"Fire, Natural Disaster"
2706,"Theft, Accident"
2707,"Medical, Fire"
2708,"Medical, Fire"
2709,"Medical, Fire"
2710,"Medical, Accident"
2711,"Fire, Theft"
2712,"Fire, Theft"
2713,"Medical, Accident"
2714,"Medical, Accident"
2715,"Fire, Natural Disaster"
2716,"Fire, Natural Disaster"
2717,"Medical, Accident"
2718,"Fire, Theft"
2719,"Fire, Natural Disaster"
2720,"Fire, Natural Disaster"
2721,"Theft, Accident"
2722,"Medical, Fire"
2723,"Theft, Accident"
2724,"Theft, Accident"
2725,"Medical, Accident"
2726,"Fire, Theft"
2727,"Fire, Theft"
2728,"Fire, Natural Disaster"
2729,"Medical, Accident"
2730,"Medical, Fire"
2731,"Theft, Accident"
2732,"Fire, Theft"
2733,"Medical, Fire"
2734,"Medical, Accident"
2735,"Fire, Natural Disaster"
2736,"Theft, Accident"
2737,"Medical, Fire"
2738,"Fire, Theft"
2739,"Medical, Fire"
2740,"Medical, Accident"
2741,"Medical, Accident"
2742,"Fire, Natural Disaster"
2743,"Fire, Natural Disaster"
2744,"Fire, Theft"
2745,"Medical, Accident"
2746,"Fire, Theft"
2747,"Fire, Natural Disaster"
2748,"Theft, Accident"
2749,"Medical, Accident"
2750,"Fire, Natural Disaster"
2751,"Medical, Accident"
2752,"Fire, Natural Disaster"
2753,"Theft, Accident"
2754,"Fire, Natural Disaster"
2755,"Theft, Accident"
2756,"Medical, Accident"
2757,"Medical, Fire"
2758,"Fire, Natural Disaster"
2759,"Theft, Accident"
2760,"Fire, Natural Disaster"
2761,"Fire, Theft"
2762,"Medical, Accident"
2763,"Fire, Theft"
2764,"Medical, Fire"
2765,"Fire, Natural Disaster"
2766,"Fire, Theft"
2767,"Fire, Natural Disaster"
2768,"Medical, Accident"
2769,"Fire, Theft"
2770,"Fire, Theft"
2771,"Medical, Fire"
2772,"Medical, Fire"
2773,"Medical, Accident"
2774,"Medical, Fire"
2775,"Theft, Accident"
2776,"Theft, Accident"
2777,"Medical, Accident"
2778,"Theft, Accident"
2779,"Fire, Theft"
2780,"Medical, Accident"
2781,"Medical, Accident"
2782,"Fire, Theft"
2783,"Fire, Theft"
2784,"Theft, Accident"
2785,"Medical, Accident"
2786,"Theft, Accident"
2787,"Theft, Accident"
2788,"Fire, Theft"
2789,"Theft, Accident"
2790,"Fire, Theft"
2791,"Theft, Accident"
2792,"Medical, Accident"
2793,"Medical, Accident"
2794,"Fire, Theft"
2795,"Medical, Fire"
2796,"Fire, Theft"
2797,"Theft, Accident"
2798,"Medical, Accident"
2799,"Fire, Theft"
2800,"Medical, Fire"
2801,"Fire, Natural Disaster"
2802,"Fire, Natural Disaster"
2803,"Medical, Fire"
2804,"Fire, Natural Disaster"
2805,"Medical, Accident"
2806,"Theft, Accident"
2807,"Fire, Natural Disaster"
2808,"Medical, Fire"
2809,"Medical, Accident"
2810,"Theft, Accident"
2811,"Theft, Accident"
2812,"Medical, Accident"
2813,"Medical, Accident"
2814,"Fire, Theft"
2815,"Medical, Fire"
2816,"Medical, Fire"
2817,"Medical, Accident"
2818,"Theft, Accident"
2819,"Theft, Accident"
2820,"Medical, Fire"
2821,"Fire, Theft"
2822,"Medical, Fire"
2823,"Medical, Accident"
2824,"Fire, Theft"
2825,"Theft, Accident"
2826,"Medical, Fire"
2827,"Fire, Natural Disaster"
2828,"Fire, Natural Disaster"
2829,"Fire, Theft"
2830,"Fire, Natural Disaster"
2831,"Fire, Natural Disaster"
2832,"Fire, Natural Disaster"
2833,"Medical, Fire"
2834,"Medical, Accident"
2835,"Medical, Accident"
2836,"Medical, Accident"
2837,"Medical, Accident"
2838,"Medical, Fire"
2839,"Medical, Fire"
2840,"Medical, Fire"
2841,"Fire, Natural Disaster"
2842,"Theft, Accident"
2843,"Fire, Theft"
2844,"Theft, Accident"
2845,"Medical, Fire"
2846,"Fire, Theft"
2847,"Medical, Accident"
2848,"Theft, Accident"
2849,"Fire, Natural Disaster"
2850,"Medical, Fire"
2851,"Theft, Accident"
2852,"Fire, Natural Disaster"
2853,"Theft, Accident"
2854,"Fire, Theft"
2855,"Medical, Fire"
2856,"Theft, Accident"
2857,"Medical, Fire"
2858,"Theft, Accident"
2859,"Medical, Fire"
2860,"Medical, Fire"
2861,"Medical, Accident"
2862,"Medical, Fire"
2863,"Medical, Accident"
2864,"Theft, Accident"
2865,"Fire, Natural Disaster"
2866,"Fire, Natural Disaster"
2867,"Medical, Accident"
2868,"Fire, Natural Disaster"
2869,"Medical, Accident"
2870,"Fire, Theft"
2871,"Medical, Fire"
2872,"Theft, Accident"
2873,"Fire, Natural Disaster"
2874,"Fire, Natural Disaster"
2875,"Medical, Accident"
2876,"Medical, Fire"
2877,"Medical, Accident"
2878,"Theft, Accident"
2879,"Theft, Accident"
2880,"Medical, Accident"
2881,"Theft, Accident"
2882,"Theft, Accident"
2883,"Fire, Theft"
2884,"Medical, Fire"
2885,"Fire, Natural Disaster"
2886,"Medical, Accident"
2887,"Medical, Fire"
2888,"Medical, Accident"
2889,"Medical, Accident"
2890,"Medical, Accident"
2891,"Theft, Accident"
2892,"Fire, Theft"
2893,"Fire, Theft"
2894,"Medical, Fire"
2895,"Medical, Accident"
2896,"Theft, Accident"
2897,"Fire, Natural Disaster"
2898,"Medical, Accident"
2899,"Theft, Accident"
2900,"Fire, Natural Disaster"
2901,"Medical, Accident"
2902,"Medical, Fire"
2903,"Fire, Natural Disaster"
2904,"Medical, Accident"
2905,"Medical, Fire"
2906,"Theft, Accident"
2907,"Medical, Accident"
2908,"Fire, Theft"
2909,"Fire, Theft"
2910,"Medical, Accident"
2911,"Medical, Accident"
2912,"Medical, Accident"
2913,"Theft, Accident"
2914,"Fire, Theft"
2915,"Theft, Accident"
2916,"Medical, Fire"
2917,"Medical, Fire"
2918,"Medical, Accident"
2919,"Medical, Fire"
2920,"Fire, Theft"
2921,"Fire, Theft"
2922,"Medical, Fire"
2923,"Fire, Natural Disaster"
2924,"Fire, Natural Disaster"
2925,"Medical, Accident"
2926,"Fire, Natural Disaster"
2927,"Fire, Theft"
2928,"Medical, Accident"
2929,"Fire, Natural Disaster"
2930,"Fire, Natural Disaster"
2931,"Fire, Theft"
2932,"Theft, Accident"
2933,"Theft, Accident"
2934,"Fire, Theft"
2935,"Medical, Fire"
2936,"Theft, Accident"
2937,"Fire, Natural Disaster"
2938,"Medical, Accident"
2939,"Medical, Accident"
2940,"Fire, Theft"
2941,"Fire, Natural Disaster"
2942,"Theft, Accident"
2943,"Fire, Theft"
2944,"Fire, Theft"
2945,"Medical, Accident"
2946,"Medical, Fire"
2947,"Fire, Theft"
2948,"Fire, Theft"
2949,"Fire, Theft"
2950,"Medical, Fire"
2951,"Medical, Accident"
2952,"Medical, Accident"
2953,"Theft, Accident"
2954,"Medical, Accident"
2955,"Medical, Fire"
2956,"Medical, Fire"
2957,"Medical, Accident"
2958,"Medical, Accident"
2959,"Medical, Accident"
2960,"Theft, Accident"
2961,"Fire, Natural Disaster"
2962,"Fire, Theft"
2963,"Fire, Theft"
2964,"Medical, Fire"
2965,"Medical, Accident"
2966,"Fire, Natural Disaster"
2967,"Fire, Theft"
2968,"Fire, Theft"
2969,"Fire, Natural Disaster"
2970,"Fire, Theft"
2971,"Medical, Fire"
2972,"Medical, Accident"
2973,"Fire, Natural Disaster"
2974,"Fire, Natural Disaster"
2975,"Fire, Theft"
2976,"Theft, Accident"
2977,"Fire, Natural Disaster"
2978,"Theft, Accident"
2979,"Fire, Natural Disaster"
2980,"Fire, Theft"
2981,"Fire, Natural Disaster"
2982,"Fire, Theft"
2983,"Fire, Natural Disaster"
2984,"Fire, Natural Disaster"
2985,"Medical, Accident"
2986,"Fire, Natural Disaster"
2987,"Theft, Accident"
2988,"Medical, Accident"
2989,"Medical, Fire"
2990,"Theft, Accident"
2991,"Fire, Theft"
2992,"Fire, Theft"
2993,"Medical, Fire"
2994,"Theft, Accident"
2995,"Medical, Accident"
2996,"Fire, Natural Disaster"
2997,"Medical, Accident"
2998,"Medical, Accident"
2999,"Theft, Accident"
3000,"Fire, Natural Disaster"
3001,"Fire, Theft"
3002,"Fire, Natural Disaster"
3003,"Fire, Natural Disaster"
3004,"Medical, Accident"
3005,"Medical, Accident"
3006,"Fire, Theft"
3007,"Medical, Accident"
3008,"Medical, Accident"
3009,"Fire, Natural Disaster"
3010,"Fire, Theft"
3011,"Fire, Theft"
3012,"Medical, Fire"
3013,"Theft, Accident"
3014,"Theft, Accident"
3015,"Fire, Theft"
3016,"Fire, Natural Disaster"
3017,"Theft, Accident"
3018,"Medical, Accident"
3019,"Medical, Accident"
3020,"Fire, Theft"
3021,"Fire, Natural Disaster"
3022,"Theft, Accident"
3023,"Theft, Accident"
3024,"Theft, Accident"
3025,"Fire, Theft"
3026,"Medical, Accident"
3027,"Fire, Natural Disaster"
3028,"Medical, Accident"
3029,"Fire, Natural Disaster"
3030,"Fire, Natural Disaster"
3031,"Fire, Natural Disaster"
3032,"Medical, Fire"
3033,"Theft, Accident"
3034,"Fire, Natural Disaster"
3035,"Fire, Natural Disaster"
3036,"Fire, Theft"
3037,"Fire, Natural Disaster"
3038,"Medical, Accident"
3039,"Theft, Accident"
3040,"Medical, Fire"
3041,"Theft, Accident"
3042,"Medical, Accident"
3043,"Medical, Fire"
3044,"Fire, Theft"
3045,"Theft, Accident"
3046,"Fire, Natural Disaster"
3047,"Fire, Theft"
3048,"Fire, Natural Disaster"
3049,"Theft, Accident"
3050,"Theft, Accident"
3051,"Fire, Theft"
3052,"Medical, Fire"
3053,"Medical, Fire"
3054,"Fire, Natural Disaster"
3055,"Fire, Theft"
3056,"Fire, Theft"
3057,"Fire, Natural Disaster"
3058,"Medical, Fire"
3059,"Medical, Fire"
3060,"Medical, Fire"
3061,"Medical, Accident"
3062,"Medical, Accident"
3063,"Theft, Accident"
3064,"Medical, Accident"
3065,"Fire, Theft"
3066,"Medical, Accident"
3067,"Theft, Accident"
3068,"Medical, Fire"
3069,"Medical, Accident"
3070,"Fire, Natural Disaster"
3071,"Theft, Accident"
3072,"Theft, Accident"
3073,"Theft, Accident"
3074,"Fire, Theft"
3075,"Fire, Natural Disaster"
3076,"Medical, Accident"
3077,"Medical, Accident"
3078,"Theft, Accident"
3079,"Theft, Accident"
3080,"Fire, Natural Disaster"
3081,"Theft, Accident"
3082,"Medical, Accident"
3083,"Medical, Fire"
3084,"Fire, Natural Disaster"
3085,"Medical, Fire"
3086,"Theft, Accident"
3087,"Fire, Natural Disaster"
3088,"Medical, Fire"
3089,"Fire, Theft"
3090,"Medical, Accident"
3091,"Theft, Accident"
3092,"Theft, Accident"
3093,"Medical, Fire"
3094,"Theft, Accident"
3095,"Medical, Accident"
3096,"Fire, Natural Disaster"
3097,"Medical, Accident"
3098,"Fire, Natural Disaster"
3099,"Medical, Fire"
3100,"Medical, Fire"
3101,"Fire, Theft"
3102,"Theft, Accident"
3103,"Fire, Natural Disaster"
3104,"Medical, Accident"
3105,"Medical, Accident"
3106,"Medical, Fire"
3107,"Fire, Natural Disaster"
3108,"Theft, Accident"
3109,"Fire, Theft"
3110,"Fire, Theft"
3111,"Fire, Theft"
3112,"Medical, Fire"
3113,"Theft, Accident"
3114,"Medical, Accident"
3115,"Medical, Fire"
3116,"Theft, Accident"
3117,"Theft, Accident"
3118,"Fire, Natural Disaster"
3119,"Theft, Accident"
3120,"Medical, Accident"
3121,"Fire, Theft"
3122,"Fire, Natural Disaster"
3123,"Theft, Accident"
3124,"Medical, Accident"
3125,"Theft, Accident"
3126,"Medical, Fire"
3127,"Medical, Fire"
3128,"Fire, Theft"
3129,"Fire, Theft"
3130,"Medical, Fire"
3131,"Medical, Accident"
3132,"Fire, Natural Disaster"
3133,"Medical, Fire"
3134,"Fire, Theft"
3135,"Theft, Accident"
3136,"Fire, Natural Disaster"
3137,"Fire, Theft"
3138,"Theft, Accident"
3139,"Fire, Natural Disaster"
3140,"Fire, Natural Disaster"
3141,"Fire, Theft"
3142,"Theft, Accident"
3143,"Medical, Accident"
3144,"Fire, Natural Disaster"
3145,"Medical, Fire"
3146,"Medical, Fire"
3147,"Theft, Accident"
3148,"Theft, Accident"
3149,"Medical, Accident"
3150,"Fire, Natural Disaster"
3151,"Fire, Theft"
3152,"Fire, Natural Disaster"
3153,"Fire, Natural Disaster"
3154,"Fire, Theft"
3155,"Medical, Fire"
3156,"Fire, Natural Disaster"
3157,"Theft, Accident"
3158,"Fire, Natural Disaster"
3159,"Theft, Accident"
3160,"Fire, Natural Disaster"
3161,"Fire, Natural Disaster"
3162,"Medical, Accident"
3163,"Fire, Natural Disaster"
3164,"Medical, Accident"
3165,"Fire, Natural Disaster"
3166,"Medical, Fire"
3167,"Fire, Theft"
3168,"Theft, Accident"
3169,"Theft, Accident"
3170,"Fire, Theft"
3171,"Medical, Fire"
3172,"Theft, Accident"
3173,"Medical, Fire"
3174,"Medical, Fire"
3175,"Medical, Fire"
3176,"Fire, Theft"
3177,"Fire, Theft"
3178,"Medical, Accident"
3179,"Fire, Natural Disaster"
3180,"Fire, Natural Disaster"
3181,"Medical, Accident"
3182,"Medical, Fire"
3183,"Fire, Theft"
3184,"Fire, Theft"
3185,"Medical, Fire"
3186,"Theft, Accident"
3187,"Theft, Accident"
3188,"Fire, Theft"
3189,"Fire, Natural Disaster"
3190,"Medical, Fire"
3191,"Fire, Natural Disaster"
3192,"Fire, Theft"
3193,"Theft, Accident"
3194,"Medical, Accident"
3195,"Theft, Accident"
3196,"Fire, Natural Disaster"
3197,"Fire, Natural Disaster"
3198,"Fire, Theft"
3199,"Theft, Accident"
3200,"Fire, Theft"
3201,"Medical, Accident"
3202,"Medical, Accident"
3203,"Fire, Natural Disaster"
3204,"Theft, Accident"
3205,"Fire, Natural Disaster"
3206,"Medical, Fire"
3207,"Medical, Fire"
3208,"Medical, Accident"
3209,"Medical, Accident"
3210,"Fire, Theft"
3211,"Fire, Natural Disaster"
3212,"Fire, Natural Disaster"
3213,"Fire, Natural Disaster"
3214,"Medical, Accident"
3215,"Fire, Theft"
3216,"Fire, Natural Disaster"
3217,"Fire, Natural Disaster"
3218,"Fire, Theft"
3219,"Medical, Fire"
3220,"Medical, Accident"
3221,"Medical, Accident"
3222,"Medical, Accident"
3223,"Fire, Natural Disaster"
3224,"Fire, Natural Disaster"
3225,"Fire, Natural Disaster"
3226,"Medical, Fire"
3227,"Theft, Accident"
3228,"Fire, Theft"
3229,"Medical, Fire"
3230,"Fire, Theft"
3231,"Medical, Fire"
3232,"Fire, Natural Disaster"
3233,"Medical, Fire"
3234,"Medical, Fire"
3235,"Fire, Natural Disaster"
3236,"Theft, Accident"
3237,"Medical, Accident"
3238,"Medical, Fire"
3239,"Theft, Accident"
3240,"Medical, Fire"
3241,"Fire, Theft"
3242,"Fire, Natural Disaster"
3243,"Fire, Natural Disaster"
3244,"Medical, Accident"
3245,"Medical, Fire"
3246,"Fire, Natural Disaster"
3247,"Medical, Accident"
3248,"Theft, Accident"
3249,"Medical, Accident"
3250,"Medical, Fire"
3251,"Medical, Fire"
3252,"Medical, Fire"
3253,"Fire, Natural Disaster"
3254,"Fire, Natural Disaster"
3255,"Fire, Theft"
3256,"Theft, Accident"
3257,"Theft, Accident"
3258,"Fire, Theft"
3259,"Theft, Accident"
3260,"Medical, Fire"
3261,"Medical, Accident"
3262,"Medical, Accident"
3263,"Fire, Theft"
3264,"Fire, Natural Disaster"
3265,"Fire, Theft"
3266,"Theft, Accident"
3267,"Medical, Fire"
3268,"Fire, Natural Disaster"
3269,"Fire, Theft"
3270,"Medical, Fire"
3271,"Fire, Natural Disaster"
3272,"Fire, Natural Disaster"
3273,"Fire, Theft"
3274,"Fire, Natural Disaster"
3275,"Fire, Natural Disaster"
3276,"Medical, Accident"
3277,"Medical, Accident"
3278,"Fire, Theft"
3279,"Fire, Theft"
3280,"Fire, Natural Disaster"
3281,"Medical, Accident"
3282,"Medical, Fire"
3283,"Fire, Theft"
3284,"Fire, Natural Disaster"
3285,"Medical, Accident"
3286,"Medical, Fire"
3287,"Medical, Fire"
3288,"Medical, Accident"
3289,"Medical, Fire"
3290,"Medical, Fire"
3291,"Fire, Theft"
3292,"Medical, Fire"
3293,"Medical, Fire"
3294,"Medical, Accident"
3295,"Fire, Natural Disaster"
3296,"Fire, Theft"
3297,"Medical, Fire"
3298,"Medical, Accident"
3299,"Fire, Natural Disaster"
3300,"Theft, Accident"
3301,"Medical, Accident"
3302,"Medical, Accident"
3303,"Fire, Natural Disaster"
3304,"Fire, Theft"
3305,"Fire, Natural Disaster"
3306,"Fire, Theft"
3307,"Medical, Fire"
3308,"Fire, Natural Disaster"
3309,"Theft, Accident"
3310,"Medical, Fire"
3311,"Theft, Accident"
3312,"Medical, Accident"
3313,"Fire, Natural Disaster"
3314,"Medical, Fire"
3315,"Theft, Accident"
3316,"Medical, Accident"
3317,"Fire, Theft"
3318,"Medical, Accident"
3319,"Medical, Fire"
3320,"Medical, Fire"
3321,"Medical, Accident"
3322,"Fire, Theft"
3323,"Medical, Accident"
3324,"Theft, Accident"
3325,"Theft, Accident"
3326,"Medical, Fire"
3327,"Fire, Theft"
3328,"Fire, Theft"
3329,"Theft, Accident"
3330,"Theft, Accident"
3331,"Medical, Fire"
3332,"Medical, Fire"
3333,"Fire, Natural Disaster"
3334,"Fire, Natural Disaster"
3335,"Fire, Theft"
3336,"Fire, Natural Disaster"
3337,"Medical, Fire"
3338,"Medical, Accident"
3339,"Fire, Theft"
3340,"Medical, Fire"
3341,"Theft, Accident"
3342,"Medical, Fire"
3343,"Fire, Natural Disaster"
3344,"Medical, Accident"
3345,"Fire, Theft"
3346,"Theft, Accident"
3347,"Theft, Accident"
3348,"Medical, Fire"
3349,"Medical, Fire"
3350,"Medical, Accident"
3351,"Theft, Accident"
3352,"Medical, Accident"
3353,"Medical, Fire"
3354,"Medical, Fire"
3355,"Theft, Accident"
3356,"Medical, Accident"
3357,"Fire, Theft"
3358,"Medical, Accident"
3359,"Fire, Theft"
3360,"Fire, Natural Disaster"
3361,"Medical, Fire"
3362,"Fire, Theft"
3363,"Fire, Natural Disaster"
